country,R,G,B
ALL,0.70397836,0.78200024,0.81888855
AR,0.2046927,0.36062685,1.0
BO,0.28858927,0.7821622,0.20652962
BR,1.0,0.5372699,0.38349432
CA,0.56466997,0.43186677,0.3200747
CL,0.27078995,0.84859097,0.762358
CO,0.2381871,0.27688587,0.78253067
CR,0.8450562,0.8612772,0.55022347
CU,0.44522703,0.33445147,0.07019319
DO,0.82578665,0.39588544,0.6338051
EC,0.4469762,1.0,0.47811383
ES,0.0,0.5940501,0.80618584
FR,0.7742532,0.14771634,0.1426035
GB,0.85469466,0.057145692,0.43886563
GQ,0.71720374,0.8241758,0.20518817
GT,0.45399743,0.0,0.5774008
HN,0.53000474,0.6636289,0.0
MX,0.40073055,0.725343,0.96783245
NI,0.12971495,0.29203367,0.18123612
PA,0.09955757,0.47245133,0.42061204
PE,0.03139553,0.09749371,0.5514855
PR,0.9375591,0.4954964,0.1401986
PY,0.0015574861,0.82929695,0.48688868
SV,0.4221898,0.007797457,0.28516394
US,0.66959965,0.094089724,0.79952824
UY,0.4228171,0.5319527,0.608032
VE,0.6162092,0.40122205,0.91508615
