country,R,G,B
ALL,0.065869324,0.5225757,0.6750591
AR,0.0,0.6447428,0.20920284
BO,0.848815,0.8200733,0.34530705
BR,0.7324339,0.48199582,1.0
CA,0.6582586,0.18248948,0.7414876
CL,0.21294214,0.60424924,0.4188421
CO,0.17996301,0.56308097,0.07981344
CR,0.5894228,1.0,0.3932116
CU,1.0,0.4889699,0.44161907
DO,0.517194,0.1759773,0.20532495
EC,0.4492766,0.60342747,0.0
ES,0.024212394,0.27217236,0.32380491
FR,0.8404221,0.25654414,0.21523798
GB,0.71307904,0.5850055,0.16156499
GQ,0.96584076,0.6866681,0.71066815
GT,0.5482013,0.8237784,0.72734845
HN,0.8973741,0.2587128,0.7544877
MX,0.21173973,0.2444177,0.078309774
NI,0.750555,0.85699886,0.78906995
PA,0.3901132,0.41555628,0.93635494
PE,0.26130223,0.14173456,0.44360492
PR,0.7772865,0.47654733,0.6148544
PY,0.43026546,0.40487057,0.5196571
SV,0.73644626,0.0,0.44833127
US,0.25376418,0.78266627,0.665895
UY,0.30273026,0.99224263,0.1928605
VE,0.106193416,0.9503124,0.50706637
