country,R,G,B
ALL,0.22611792,0.8278193,0.14849068
AR,0.0,0.5282179,0.3275056
BO,0.5332588,0.2879064,0.6825676
BR,0.38903573,0.047169667,0.80963707
CA,0.94277555,0.2725479,0.672636
CL,0.16413979,0.83503646,0.4061425
CO,0.58414936,0.7339917,0.2943565
CR,0.63272166,0.78155404,0.70472926
CU,0.81032354,0.101798244,0.87009513
DO,0.509701,1.0,0.5203106
EC,0.3372924,0.12249916,0.35901806
ES,0.68262416,0.8655766,0.10556127
FR,0.9259592,0.5706903,0.81391937
GB,0.6730547,0.0,0.5531185
GT,0.92294604,0.23498736,0.39335036
HN,0.74728215,0.3616375,1.0
MX,0.290071,0.500447,0.17339079
NI,0.27687722,0.3336158,0.93797797
PA,0.50482726,0.51381505,0.50140667
PE,1.0,0.680271,0.5184399
PR,0.52823013,0.5648014,0.9205934
PY,0.08264546,0.29574314,0.5728745
SV,0.16401707,0.64319015,0.69289154
US,0.9123895,0.51713485,0.22080158
UY,0.58960676,0.2455555,0.16394103
VE,0.5142524,0.5805636,0.0
