country,R,G,B
ALL,0.4273407,1.0,0.040613506
AR,0.35218868,0.8232429,0.024951892
BO,0.009498328,0.32329187,0.8905343
BR,0.23963128,0.0,0.8641112
CA,0.2538515,0.2748206,0.8901764
CL,0.6776758,0.6996552,0.16282462
CO,0.54116493,0.9377848,0.15306637
CR,0.7461375,0.33816662,0.4732863
CU,0.17159101,0.3494545,1.0
DO,0.66781086,0.55047977,0.502324
EC,0.78103125,0.59767777,0.3073933
ES,0.60369647,0.85799515,0.0
FR,0.18452525,0.114356525,0.9644841
GB,0.07844432,0.112649485,0.83252394
GT,0.6336971,0.3398331,0.5860013
HN,0.30059233,0.21628927,0.7444806
MX,0.5240471,0.7198732,0.076538324
NI,0.545167,0.0758876,0.6393095
PA,0.8767082,0.5691062,0.44865918
PE,0.8067827,0.87081796,0.35056114
PR,0.0,0.28350577,0.9958842
PY,1.0,0.70461977,0.3579858
SV,0.4740942,0.27989018,0.6307378
US,0.82836163,0.8678462,0.14829592
UY,0.9602058,0.74688804,0.25010785
VE,0.68511266,0.96385217,0.23187976
